,DAY,OFNS_DESC,COUNT
679,14, POSSESSION OF STOLEN PROPERTY,190
378,8, POSSESSION OF STOLEN PROPERTY,189
1254,26, POSSESSION OF STOLEN PROPERTY,186
1023,21, POSSESSION OF STOLEN PROPERTY,186
900,19, FRAUDS,185
1326,28, FRAUDS,185
1116,23, POSSESSION OF STOLEN PROPERTY,184
826,17, POSSESSION OF STOLEN PROPERTY,182
728,15, POSSESSION OF STOLEN PROPERTY,181
480,10, POSSESSION OF STOLEN PROPERTY,181
157,4, FRAUDS,180
1302,27, POSSESSION OF STOLEN PROPERTY,180
874,18, POSSESSION OF STOLEN PROPERTY,179
405,9, FRAUDS,179
255,6, FRAUDS,179
109,3, FRAUDS,178
1141,24, FRAUDS,177
531,11, POSSESSION OF STOLEN PROPERTY,177
1209,25, POSSESSION OF STOLEN PROPERTY,174
1093,23, FRAUDS,174
38,1, POSSESSION OF STOLEN PROPERTY,174
948,20, FRAUDS,174
755,16, FRAUDS,173
973,20, POSSESSION OF STOLEN PROPERTY,173
1497,31, THEFT-FRAUD,171
1000,21, FRAUDS,170
