,OFNS_DESC,PARKS_NM,COUNT
716,CRIMINAL TRESPASS, OGDEN PLIMPTON PLAYGROUND,1
717,CRIMINAL TRESPASS, PATTERSON PLAYGROUND,1
718,CRIMINAL TRESPASS, PLANEVIEW PARK,1
719,CRIMINAL TRESPASS, PLAYGROUND NINETY,1
720,CRIMINAL TRESPASS, PLIMPTON PLAYGROUND,7
721,CRIMINAL TRESPASS," ""PRINTERS PARK""",1
722,CRIMINAL TRESPASS, QUARRY BALLFIELDS,1
723,CRIMINAL TRESPASS, RAILROAD PARK BRONX,1
724,CRIMINAL TRESPASS, RIVER AVENUE PARKS,4
725,CRIMINAL TRESPASS, RIVERSIDE PARK,1
726,CRIMINAL TRESPASS, RORY STAUNTON FIELD,1
727,CRIMINAL TRESPASS, ST. JAMES PARK,1
728,CRIMINAL TRESPASS," ""ST. MARYS PARK BRONX""",4
729,CRIMINAL TRESPASS, STARLIGHT PARK,2
730,CRIMINAL TRESPASS, SUNSET PARK,1
731,CRIMINAL TRESPASS, THOMAS JEFFERSON PARK,1
732,CRIMINAL TRESPASS, TOMPKINS SQUARE PARK,1
733,CRIMINAL TRESPASS, TRAVERS PARK,4
734,CRIMINAL TRESPASS, TREMONT PARK,4
735,CRIMINAL TRESPASS, TWO COVES COMMUNITY GARDEN,1
736,CRIMINAL TRESPASS, UNNAMED PARK ON E 170TH STREET,1
737,CRIMINAL TRESPASS, UNNAMED PARK ON WEST MOUNT EDEN AVENUE,1
738,CRIMINAL TRESPASS, WATSON GLEASON PLAYGROUND,1
739,DANGEROUS DRUGS, 5TH ST SLOPE GARDEN,1
740,DANGEROUS DRUGS, A PHILIP RANDOLPH SQUARE,3
741,DANGEROUS DRUGS, ABE LEBEWOHL PARK,1
742,DANGEROUS DRUGS, ABIGAIL PLAYGROUND,1
743,DANGEROUS DRUGS, ADMIRAL FARRAGUT PLAYGROUND,1
744,DANGEROUS DRUGS, AGNES HAYWOOD PLAYGROUND,2
745,DANGEROUS DRUGS, ALBEMARLE PLAYGROUND,1
746,DANGEROUS DRUGS, ALBEN TRIANGLE,1
747,DANGEROUS DRUGS, ALBERT CAPSOUTO PARK,1
748,DANGEROUS DRUGS, ALICE KORNEGAY TRIANGLE,3
749,DANGEROUS DRUGS, ALLEN MALL ONE,2
750,DANGEROUS DRUGS, ALLERTON PLAYGROUND,2
751,DANGEROUS DRUGS, AMERICAN VETERANS MEMORIAL PIER,1
752,DANGEROUS DRUGS, AMERSFORT PARK,19
753,DANGEROUS DRUGS, ANDREWS GROVE,1
754,DANGEROUS DRUGS, ANIBAL AVILES PLAYGROUND,1
755,DANGEROUS DRUGS, AQUEDUCT WALK,31
756,DANGEROUS DRUGS, ARCILLA PLAYGROUND,2
757,DANGEROUS DRUGS, ASSER LEVY PARK,2
758,DANGEROUS DRUGS, ASSER LEVY PLAYGROUND,1
759,DANGEROUS DRUGS, ASTORIA HEALTH PLAYGROUND,1
760,DANGEROUS DRUGS, ASTORIA HEIGHTS PLAYGROUND,4
761,DANGEROUS DRUGS, ASTORIA PARK,3
762,DANGEROUS DRUGS, ATHENS SQUARE,1
763,DANGEROUS DRUGS, AUDUBON PLAYGROUND,1
764,DANGEROUS DRUGS, BAISLEY POND PARK,1
765,DANGEROUS DRUGS, BARRIER PLAYGROUND,1
766,DANGEROUS DRUGS, BARTLETT PLAYGROUND,3
767,DANGEROUS DRUGS, BATH BEACH PARK,6
768,DANGEROUS DRUGS, BATTERY PARK,10
769,DANGEROUS DRUGS, BATTERY PARK CITY,6
770,DANGEROUS DRUGS, BEACH 9 PLAYGROUND,1
771,DANGEROUS DRUGS, BEANSTALK PLAYGROUND,2
772,DANGEROUS DRUGS, BEATTY PLAZA,1
773,DANGEROUS DRUGS, BEHAGEN PLAYGROUND,2
774,DANGEROUS DRUGS, BELLEVUE SOUTH PARK,1
775,DANGEROUS DRUGS, BELMONT PLAYGROUND BRONX,4
776,DANGEROUS DRUGS, BELMONT PLAYGROUND BROOKLYN,1
777,DANGEROUS DRUGS, BELT PARKWAY/SHORE PARKWAY,3
778,DANGEROUS DRUGS, BENNETT PARK,1
779,DANGEROUS DRUGS, BERGEN BEACH PLAYGROUND,1
780,DANGEROUS DRUGS, BETSY HEAD PARK,2
781,DANGEROUS DRUGS, BICENTENNIAL VETERANS MEMORIAL PARK,1
782,DANGEROUS DRUGS, BOERUM PARK,1
783,DANGEROUS DRUGS, BOOKER T. WASHINGTON PLAYGROUND,6
784,DANGEROUS DRUGS, BRADHURST URBAN RENEWAL PARK,2
785,DANGEROUS DRUGS, BRIARWOOD PLAYGROUND,1
786,DANGEROUS DRUGS, BRIDGE PARK 3,2
787,DANGEROUS DRUGS, BRIDGE PARK BROOKLYN,2
788,DANGEROUS DRUGS, BROADWAY MALLS,1
789,DANGEROUS DRUGS, BRONX PARK,31
790,DANGEROUS DRUGS, BRONX RIVER PARKWAY,16
791,DANGEROUS DRUGS, BROOKLYN BRIDGE PARK,9
792,DANGEROUS DRUGS, BROOKVILLE PARK,1
793,DANGEROUS DRUGS, BROWER PARK,4
794,DANGEROUS DRUGS, BROWNSVILLE PLAYGROUND,1
795,DANGEROUS DRUGS, BRUST PARK,1
796,DANGEROUS DRUGS, BRYANT PARK,1
797,DANGEROUS DRUGS, BUFANO PARK,2
798,DANGEROUS DRUGS, BULOVA PARK,1
799,DANGEROUS DRUGS, BUSHWICK INLET PARK,1
800,DANGEROUS DRUGS, CALLAHAN-KELLY PLAYGROUND,3
801,DANGEROUS DRUGS, CALVERT VAUX PARK,11
802,DANGEROUS DRUGS, CANARSIE PARK,4
803,DANGEROUS DRUGS, CAPTAIN RIVERA PLAYGROUND,1
804,DANGEROUS DRUGS, CAPTAIN TILLY PARK,1
805,DANGEROUS DRUGS, CARL SCHURZ PARK,1
806,DANGEROUS DRUGS, CARMANSVILLE PLAYGROUND,1
807,DANGEROUS DRUGS, CARVER PLAYGROUND,2
808,DANGEROUS DRUGS, CASERTA PLAYGROUND,1
809,DANGEROUS DRUGS, CASTLE HILL PLAYGROUND,1
810,DANGEROUS DRUGS, CEDAR PLAYGROUND,1
811,DANGEROUS DRUGS, CENTRAL PARK,29
812,DANGEROUS DRUGS, CENTURY PLAYGROUND,1
813,DANGEROUS DRUGS, CHELSEA PARK,9
814,DANGEROUS DRUGS, CHELSEA RECREATION CENTER,1
815,DANGEROUS DRUGS, CHERRY TREE PARK,1
816,DANGEROUS DRUGS, CHIARANTANO PLAYGROUND,1
817,DANGEROUS DRUGS, CHIEF DENNIS L. DEVLIN PARK,5
818,DANGEROUS DRUGS, CHRISTOPHER PARK,1
819,DANGEROUS DRUGS, CITY LINE PARK,4
820,DANGEROUS DRUGS, CLAREMONT PARK,52
821,DANGEROUS DRUGS, CLOVE LAKES PARK,1
822,DANGEROUS DRUGS, COFFEY PARK,1
823,DANGEROUS DRUGS, COL. YOUNG PLAYGROUND,7
824,DANGEROUS DRUGS, COLEMAN PLAYGROUND,1
825,DANGEROUS DRUGS, COLONEL DAVID MARCUS PLAYGROUND,1
826,DANGEROUS DRUGS, COMMODORE BARRY PARK,2
827,DANGEROUS DRUGS, CONCRETE PLANT PARK,6
828,DANGEROUS DRUGS, CONEY ISLAND BEACH & BOARDWALK,13
829,DANGEROUS DRUGS, CONEY ISLAND CREEK PARK,2
830,DANGEROUS DRUGS, CONFERENCE HOUSE PARK,1
831,DANGEROUS DRUGS, COOPER PARK,2
832,DANGEROUS DRUGS, CORONA GOLF PLAYGROUND,1
833,DANGEROUS DRUGS, CORPORAL JOHN A. SERAVALLI PLAYGROUND,2
834,DANGEROUS DRUGS, COURTNEY CALLENDER PLAYGROUND,1
835,DANGEROUS DRUGS, CPL. THOMPSON PARK,5
836,DANGEROUS DRUGS, CRACK IS WACK PLAYGROUND,3
837,DANGEROUS DRUGS, CRISPUS ATTUCKS PLAYGROUND,1
838,DANGEROUS DRUGS, CROTONA PARK,29
839,DANGEROUS DRUGS, CROTONA PARKWAY MALLS,3
840,DANGEROUS DRUGS, CROWLEY PLAYGROUND,2
841,DANGEROUS DRUGS, DE MATTI PLAYGROUND,2
842,DANGEROUS DRUGS, DE WITT CLINTON PARK,4
843,DANGEROUS DRUGS, DEAN PLAYGROUND,1
844,DANGEROUS DRUGS, DECATUR PLAYGROUND,1
845,DANGEROUS DRUGS, DEVANNEY TRIANGLE,1
846,DANGEROUS DRUGS, DEVOE PARK,8
847,DANGEROUS DRUGS, DI GILIO PLAYGROUND,1
848,DANGEROUS DRUGS, DODGER PLAYGROUND,1
849,DANGEROUS DRUGS, DOME PLAYGROUND,3
850,DANGEROUS DRUGS, DOUGHBOY PLAZA,1
851,DANGEROUS DRUGS, DR. RONALD E. MCNAIR PLAYGROUND,6
852,DANGEROUS DRUGS, DR. RONALD MCNAIR PARK,1
853,DANGEROUS DRUGS, DRY DOCK PLAYGROUND,1
854,DANGEROUS DRUGS, DUANE PARK,3
855,DANGEROUS DRUGS, DUKE PARK,1
856,DANGEROUS DRUGS, DUTCH KILLS PLAYGROUND,1
857,DANGEROUS DRUGS, DYKER BEACH PARK,35
858,DANGEROUS DRUGS, EAST RIVER ESPLANADE AT E 36TH ST AND FDR,4
859,DANGEROUS DRUGS, EAST RIVER PARK,19
860,DANGEROUS DRUGS, EAST RIVER PLAYGROUND,5
861,DANGEROUS DRUGS, EAST RIVER WATERFRONT ESPLANADE,3
862,DANGEROUS DRUGS, EASTCHESTER PLAYGROUND,1
863,DANGEROUS DRUGS, ECHO TRIANGLE,20
864,DANGEROUS DRUGS, ELEANOR ROOSEVELT PLAYGROUND,1
865,DANGEROUS DRUGS, ELTON PLAYGROUND,12
866,DANGEROUS DRUGS, ENNIS PLAYGROUND,4
867,DANGEROUS DRUGS, ESTELLA DIGGS PARK,5
868,DANGEROUS DRUGS, ETHAN ALLEN PLAYGROUND,1
869,DANGEROUS DRUGS, EVERGREEN PLAYGROUND,1
870,DANGEROUS DRUGS, EWEN PARK,28
871,DANGEROUS DRUGS, FAIRMOUNT PLAYGROUND,8
872,DANGEROUS DRUGS, FIRST PARK,1
873,DANGEROUS DRUGS, FLUSHING MEADOWS CORONA PARK,9
874,DANGEROUS DRUGS, FORDHAM BEDFORD LOT BUSTERS,1
875,DANGEROUS DRUGS, FORDHAM LANDING PLAYGROUND,1
876,DANGEROUS DRUGS, FOREST PARK,4
877,DANGEROUS DRUGS, FORT GREENE PARK,11
878,DANGEROUS DRUGS, FORT HAMILTON ATHLETIC FIELD,2
879,DANGEROUS DRUGS, FORT INDEPENDENCE PLAYGROUND,1
880,DANGEROUS DRUGS, FORT TRYON PARK,3
881,DANGEROUS DRUGS, FORT WASHINGTON PARK,1
882,DANGEROUS DRUGS, FOX PLAYGROUND BRONX,1
883,DANGEROUS DRUGS, FOX PLAYGROUND BROOKLYN,5
884,DANGEROUS DRUGS," ""FRANK D. OCONNOR PLAYGROUND""",2
885,DANGEROUS DRUGS, FRANZ SIGEL PARK,39
886,DANGEROUS DRUGS, FRED SAMUEL PLAYGROUND,7
887,DANGEROUS DRUGS, FREDERICK DOUGLASS PLAYGROUND,2
888,DANGEROUS DRUGS, FRIENDS FIELD,4
889,DANGEROUS DRUGS, FULTON PARK,7
890,DANGEROUS DRUGS, GARDEN AT MOORSE STREET,1
891,DANGEROUS DRUGS, GOBLE PLAYGROUND,2
892,DANGEROUS DRUGS, GORMAN PARK,1
893,DANGEROUS DRUGS, GORMAN PLAYGROUND,2
894,DANGEROUS DRUGS, GRADY PLAYGROUND,1
895,DANGEROUS DRUGS, GRAND FERRY PARK,1
896,DANGEROUS DRUGS, GRAND PLAYGROUND,1
897,DANGEROUS DRUGS, GRANT PARK,8
898,DANGEROUS DRUGS, GRAVESEND PARK,3
899,DANGEROUS DRUGS, GREELEY SQUARE PARK,1
900,DANGEROUS DRUGS, GROVE HILL PLAYGROUND,2
901,DANGEROUS DRUGS, HACKETT PARK,1
902,DANGEROUS DRUGS, HAFFEN PARK,1
903,DANGEROUS DRUGS, HAGGERTY PARK,1
904,DANGEROUS DRUGS, HALF-NELSON PLAYGROUND,2
905,DANGEROUS DRUGS, HAMILTON FISH PARK,1
906,DANGEROUS DRUGS, HAMILTON METZ FIELD,2
907,DANGEROUS DRUGS, HARLEM ART PARK,7
908,DANGEROUS DRUGS, HARLEM LANE PLAYGROUND,1
909,DANGEROUS DRUGS, HARLEM RIVER PARK,88
910,DANGEROUS DRUGS, HARRIS PARK,5
911,DANGEROUS DRUGS, HART PLAYGROUND ON BROADWAY,1
912,DANGEROUS DRUGS, HAVEMEYER PLAYGROUND,1
913,DANGEROUS DRUGS, HENRY HUDSON PARK,1
914,DANGEROUS DRUGS, HERBERT VON KING PARK,1
915,DANGEROUS DRUGS, HERMAN DOLGON PLAYGROUND,1
916,DANGEROUS DRUGS, HICKMAN PLAYGROUND,1
917,DANGEROUS DRUGS, HIGHBRIDGE PARK BRONX SIDE,2
918,DANGEROUS DRUGS, HIGHBRIDGE PARK MANHATTAN SIDE,4
919,DANGEROUS DRUGS, HIGHLAND PARK,5
920,DANGEROUS DRUGS, HINES PARK,1
921,DANGEROUS DRUGS, HINTON PARK,1
922,DANGEROUS DRUGS, HOFFMAN PARK,5
923,DANGEROUS DRUGS, HOLCOMBE RUCKER PARK,5
924,DANGEROUS DRUGS, HOMECREST PLAYGROUND,1
925,DANGEROUS DRUGS, HORSESHOE PLAYGROUND,1
926,DANGEROUS DRUGS, HOUSTON PLAYGROUND,1
927,DANGEROUS DRUGS, HOWARD BENNETT PLAYGROUND,2
928,DANGEROUS DRUGS, HOWARD PLAYGROUND,2
929,DANGEROUS DRUGS, HUNTS POINT PLAYGROUND,2
930,DANGEROUS DRUGS, INWOOD PARK,4
931,DANGEROUS DRUGS, JACKIE ROBINSON COMMUNITY GARDEN,2
932,DANGEROUS DRUGS, JACKIE ROBINSON PARK MANHATTAN,61
933,DANGEROUS DRUGS, JACKIE ROBINSON PLAYGROUND,1
934,DANGEROUS DRUGS, JACKSON SQUARE,1
935,DANGEROUS DRUGS, JACOB H. SCHIFF PLAYGROUND,20
936,DANGEROUS DRUGS, JACOB JOFFE FIELDS,8
937,DANGEROUS DRUGS, JAMES J WALKER PARK,1
938,DANGEROUS DRUGS, JAMES WELDON JOHNSON PLAYGROUND,7
939,DANGEROUS DRUGS, JEROME PLAYGROUND,3
940,DANGEROUS DRUGS, JOHN ALLEN PAYNE PARK,1
941,DANGEROUS DRUGS, JOHN HANCOCK PLAYGROUND,1
942,DANGEROUS DRUGS, JOHN J CARTY PARK,5
943,DANGEROUS DRUGS, JOHN JAY PARK,1
944,DANGEROUS DRUGS, JOYCE KILMER PARK,3
945,DANGEROUS DRUGS, JUNCTION PLAYGROUND,1
946,DANGEROUS DRUGS, JUNIPER VALLEY PARK,1
947,DANGEROUS DRUGS, KAISER PARK,6
948,DANGEROUS DRUGS, KELLY PARK,3
949,DANGEROUS DRUGS, KISSENA CORRIDOR PARK,1
950,DANGEROUS DRUGS, L/CPL THOMAS P. NOONAN JR. PLAYGROUND,1
951,DANGEROUS DRUGS, LA GUARDIA PLAYGROUND,1
952,DANGEROUS DRUGS, LAFAYETTE PLAYGROUND ON LAFAYETTE AVENUE,2
953,DANGEROUS DRUGS, LAWRENCE VIRGILIO PLAYGROUND,1
954,DANGEROUS DRUGS, LEIF ERICSON FIELDS,9
955,DANGEROUS DRUGS, LEIF ERICSON PARK,22
956,DANGEROUS DRUGS, LEVY PLAYGROUND,1
957,DANGEROUS DRUGS, LINCOLN RD BLOCK ASSOCIATION,1
958,DANGEROUS DRUGS, LINCOLN TERRACE / ARTHUR S. SOMERS PARK,8
959,DANGEROUS DRUGS, LINDEN PARK,9
960,DANGEROUS DRUGS, LINDOWER PARK,1
961,DANGEROUS DRUGS, LITTLE FLOWER PLAYGROUND,1
962,DANGEROUS DRUGS, LONDON PLANETREE PLAYGROUND,2
963,DANGEROUS DRUGS, LOPEZ PLAYGROUND,1
964,DANGEROUS DRUGS, LORETO PLAYGROUND,2
965,DANGEROUS DRUGS, LOST BATTALION HALL RECREATION CENTER,1
966,DANGEROUS DRUGS, LOTT PARK,1
967,DANGEROUS DRUGS, LOUIS ARMSTRONG PLAYGROUND,1
968,DANGEROUS DRUGS, LOZADA PLAYGROUND,1
969,DANGEROUS DRUGS, LT. JOSEPH PETROSINO PARK,5
970,DANGEROUS DRUGS, LT. LIA PLAYGROUND,1
971,DANGEROUS DRUGS, LUNA PARK,5
972,DANGEROUS DRUGS, LYONS SQUARE PLAYGROUND,9
973,DANGEROUS DRUGS, MACOMBS DAM PARK,94
974,DANGEROUS DRUGS, MADISON COMMUNITY GREENTHUMB,1
975,DANGEROUS DRUGS, MAE GRANT PLAYGROUND,1
976,DANGEROUS DRUGS, MAGENTA PLAYGROUND,2
977,DANGEROUS DRUGS, MANHATTAN BEACH PARK,1
978,DANGEROUS DRUGS, MARBLE HILL PLAYGROUND,4
979,DANGEROUS DRUGS," ""MARC AND JASONS PLAYGROUND""",2
980,DANGEROUS DRUGS, MARCUS GARVEY PARK,86
981,DANGEROUS DRUGS, MARCY GREEN SOUTH,1
982,DANGEROUS DRUGS, MARCY PARK SOUTH,2
983,DANGEROUS DRUGS, MARCY PLAYGROUND,1
984,DANGEROUS DRUGS, MARIA HERNANDEZ PARK,1
985,DANGEROUS DRUGS, MARINE PARK,9
986,DANGEROUS DRUGS, MARINERS HARBOR PLAYGROUND,1
987,DANGEROUS DRUGS, MARLBORO PLAYGROUND,1
988,DANGEROUS DRUGS, MARTIN LUTHER KING JR. PLAYGROUND,2
989,DANGEROUS DRUGS, MARTIN LUTHER KING PLAYGROUND,3
990,DANGEROUS DRUGS, MATTHEWS - PALMER PLAYGROUND,37
991,DANGEROUS DRUGS, MCCAFFREY PLAYGROUND,2
992,DANGEROUS DRUGS, MCDONALD PLAYGROUND BROOKLYN,1
993,DANGEROUS DRUGS, MCGUIRE FIELDS,3
994,DANGEROUS DRUGS, MCKINLEY PARK,9
995,DANGEROUS DRUGS, MCKINLEY PLAYGROUND,1
996,DANGEROUS DRUGS, MERCER PLAYGROUND,4
997,DANGEROUS DRUGS, MERRIAM PLAYGROUND,13
998,DANGEROUS DRUGS, MIDDLE VILLAGE PLAYGROUND,1
999,DANGEROUS DRUGS, MIDDLETON PLAYGROUND,1
1000,DANGEROUS DRUGS, MILESTONE PARK,3
1001,DANGEROUS DRUGS, MILLBROOK PLAYGROUND,1
1002,DANGEROUS DRUGS, MONSIGNOR KETT PLAYGROUND,1
1003,DANGEROUS DRUGS, MOORE HOMESTEAD PLAYGROUND,1
1004,DANGEROUS DRUGS, MOORE PLAYGROUND,7
1005,DANGEROUS DRUGS, MORNINGSIDE PARK,26
1006,DANGEROUS DRUGS, MORRIS GARDEN,2
1007,DANGEROUS DRUGS, MORRIS MESA,1
1008,DANGEROUS DRUGS, MOSHOLU PARKWAY,19
1009,DANGEROUS DRUGS, MOSHOLU PLAYGROUND,5
1010,DANGEROUS DRUGS, MOTT PLAYGROUND,3
1011,DANGEROUS DRUGS, MOUNT EDEN MALLS,2
1012,DANGEROUS DRUGS, MOUNT HOPE GARDEN,1
1013,DANGEROUS DRUGS, MOUNT PROSPECT PARK,3
1014,DANGEROUS DRUGS, MULLALY PARK,11
1015,DANGEROUS DRUGS, NATHAN STRAUS PLAYGROUND,1
1016,DANGEROUS DRUGS, NELSON PLAYGROUND,3
1017,DANGEROUS DRUGS, NEPTUNE PLAYGROUND,3
1018,DANGEROUS DRUGS, NEWTOWN PLAYGROUND,1
1019,DANGEROUS DRUGS, NORTHERN PLAYGROUND,17
1020,DANGEROUS DRUGS, NOSTRAND PLAYGROUND,2
1021,DANGEROUS DRUGS," ""OSULLIVAN PLAZA""",1
1022,DANGEROUS DRUGS, OCEAN HILL PLAYGROUND,1
1023,DANGEROUS DRUGS, OGDEN PLIMPTON PLAYGROUND,1
1024,DANGEROUS DRUGS, ORACLE PLAYGROUND,1
1025,DANGEROUS DRUGS, OSBORN PLAYGROUND,2
1026,DANGEROUS DRUGS," ""OWLS HEAD PARK""",20
1027,DANGEROUS DRUGS, P.O. REINALDO SALGADO PLAYGROUND,2
1028,DANGEROUS DRUGS, P.O. SERRANO PLAYGROUND,3
1029,DANGEROUS DRUGS, P.S. 279 PLAYGROUND,1
1030,DANGEROUS DRUGS, PAERDEGAT PARK,1
1031,DANGEROUS DRUGS, PARADE GROUND,1
1032,DANGEROUS DRUGS, PARK OF THE AMERICAS,2
1033,DANGEROUS DRUGS, PARKSIDE PLAYGROUND BRONX,1
1034,DANGEROUS DRUGS, PARKSIDE PLAYGROUND BROOKLYN,8
1035,DANGEROUS DRUGS, PATTERSON PLAYGROUND,5
1036,DANGEROUS DRUGS, PECK SLIP,1
1037,DANGEROUS DRUGS, PELHAM BAY PARK,4
1038,DANGEROUS DRUGS, PELHAM PARKWAY,7
1039,DANGEROUS DRUGS, PENA HERRERA PARK,1
1040,DANGEROUS DRUGS, PENN SOUTH PLAYGROUND,6
1041,DANGEROUS DRUGS, PERETZ SQUARE,2
1042,DANGEROUS DRUGS, PFC NORTON PLAYGROUND,1
1043,DANGEROUS DRUGS, PINK PLAYGROUND,1
1044,DANGEROUS DRUGS, PLAYGROUND 103 CIII,2
1045,DANGEROUS DRUGS, PLAYGROUND 52 LII,4
1046,DANGEROUS DRUGS, PLAYGROUND NINETY,6
1047,DANGEROUS DRUGS, PLAYGROUND ONE THIRTY FOUR CXXXIV,1
1048,DANGEROUS DRUGS, PLIMPTON PLAYGROUND,4
1049,DANGEROUS DRUGS, POLICE OFFICER EDWARD BYRNE PARK,1
1050,DANGEROUS DRUGS, PONTIAC PLAYGROUND,3
1051,DANGEROUS DRUGS," ""POOR RICHARDS PLAYGROUND""",1
1052,DANGEROUS DRUGS, POTOMAC PLAYGROUND,2
1053,DANGEROUS DRUGS, POWELL PLAYGROUND,2
1054,DANGEROUS DRUGS, POWER PLAYGROUND,9
1055,DANGEROUS DRUGS, PRATT PLAYGROUND,1
1056,DANGEROUS DRUGS," ""PRINTERS PARK""",2
1057,DANGEROUS DRUGS, PROSPECT PARK,8
1058,DANGEROUS DRUGS, PUGSLEY CREEK PARK,2
1059,DANGEROUS DRUGS, PULASKI PARK,3
1060,DANGEROUS DRUGS, QUARRY BALLFIELDS,9
1061,DANGEROUS DRUGS, RAILROAD PARK BRONX,1
1062,DANGEROUS DRUGS, RAINEY PARK BRONX,8
1063,DANGEROUS DRUGS, RAINEY PARK QUEENS,7
1064,DANGEROUS DRUGS, RAMON APONTE PARK,6
1065,DANGEROUS DRUGS," ""RANDALLS ISLAND PARK""",37
1066,DANGEROUS DRUGS, RAOUL WALLENBERG FOREST,1
1067,DANGEROUS DRUGS, RENAISSANCE PLAYGROUND,1
1068,DANGEROUS DRUGS, REV J POLITE PLAYGROUND,1
1069,DANGEROUS DRUGS, REV LENA IRONS UNITY PARK,1
1070,DANGEROUS DRUGS, RICHMAN ECHO PARK,25
1071,DANGEROUS DRUGS, RIVER AVENUE PARKS,12
1072,DANGEROUS DRUGS, RIVERDALE PARK,2
1073,DANGEROUS DRUGS, RIVERDALE PLAYGROUND,1
1074,DANGEROUS DRUGS, RIVERSIDE PARK,69
1075,DANGEROUS DRUGS, ROBERT E. VENABLE PARK,7
1076,DANGEROUS DRUGS, ROBERT MOSES PLAYGROUND,1
1077,DANGEROUS DRUGS, ROBERTO CLEMENTE BALLFIELD,1
1078,DANGEROUS DRUGS, ROCK GARDEN PARK,1
1079,DANGEROUS DRUGS, ROCKAWAY BEACH AND BOARDWALK,5
1080,DANGEROUS DRUGS, RODNEY PARK NORTH,1
1081,DANGEROUS DRUGS, RODNEY PARK SOUTH,1
1082,DANGEROUS DRUGS, RODNEY PLAYGROUND NORTH,2
1083,DANGEROUS DRUGS, ROEBLING PLAYGROUND,2
1084,DANGEROUS DRUGS," ""ROSEMARYS PLAYGROUND""",1
1085,DANGEROUS DRUGS, RUFUS KING PARK,2
1086,DANGEROUS DRUGS, RUSSELL PEDERSEN PLAYGROUND,3
1087,DANGEROUS DRUGS, SAKURA PARK,6
1088,DANGEROUS DRUGS, SAMUEL N. BENNERSON 2ND PLAYGROUND,1
1089,DANGEROUS DRUGS, SARA D. ROOSEVELT PARK,15
1090,DANGEROUS DRUGS, SARATOGA PARK,2
1091,DANGEROUS DRUGS, SAW MILL PLAYGROUND,2
1092,DANGEROUS DRUGS, SCARANGELLA PARK,1
1093,DANGEROUS DRUGS, SCHENCK PLAYGROUND,2
1094,DANGEROUS DRUGS, SCHIFF MALL,1
1095,DANGEROUS DRUGS, SEASIDE WILDLIFE NATURE PARK,1
1096,DANGEROUS DRUGS, SETH LOW PLAYGROUND/ BEALIN SQUARE,2
1097,DANGEROUS DRUGS, SETON FALLS PARK,6
1098,DANGEROUS DRUGS, SETON PARK,5
1099,DANGEROUS DRUGS, SEWARD PARK,3
1100,DANGEROUS DRUGS, SHEEPSHEAD PLAYGROUND,1
1101,DANGEROUS DRUGS, SHERMAN CREEK,3
1102,DANGEROUS DRUGS, SHORE PARK AND PARKWAY,13
1103,DANGEROUS DRUGS, SIMEONE PARK,4
1104,DANGEROUS DRUGS, SIXTEEN SYCAMORES PLAYGROUND,2
1105,DANGEROUS DRUGS, SKYLINE PLAYGROUND,1
1106,DANGEROUS DRUGS, SLATTERY PLAYGROUND,4
1107,DANGEROUS DRUGS, SOCRATES SCULPTURE PARK,1
1108,DANGEROUS DRUGS, SOUNDVIEW PARK,7
1109,DANGEROUS DRUGS, SOUTH PACIFIC PLAYGROUND,1
1110,DANGEROUS DRUGS, SPERANDEO BROTHERS PLAYGROUND,1
1111,DANGEROUS DRUGS," ""ST. ANDREWS PLAYGROUND""",1
1112,DANGEROUS DRUGS," ""ST. GREGORYS PLAYGROUND""",1
1113,DANGEROUS DRUGS, ST. JAMES PARK,26
1114,DANGEROUS DRUGS," ""ST. JOHNS RECREATION CENTER""",1
1115,DANGEROUS DRUGS," ""ST. MARYS PARK BRONX""",47
1116,DANGEROUS DRUGS," ""ST. MICHAELS PARK""",1
1117,DANGEROUS DRUGS, ST. NICHOLAS PARK,53
1118,DANGEROUS DRUGS, ST. NICHOLAS PLAYGROUND NORTH,1
1119,DANGEROUS DRUGS, ST. NICHOLAS PLAYGROUND SOUTH,2
1120,DANGEROUS DRUGS, STARLIGHT PARK,6
1121,DANGEROUS DRUGS, STARS & STRIPES PLAYGROUND,1
1122,DANGEROUS DRUGS, STEINWAY PLAYGROUND,2
1123,DANGEROUS DRUGS, STOCKTON PLAYGROUND,1
1124,DANGEROUS DRUGS, STORY PLAYGROUND,1
1125,DANGEROUS DRUGS, STRAUS PARK,2
1126,DANGEROUS DRUGS, STROUD PLAYGROUND,2
1127,DANGEROUS DRUGS, STUYVESANT SQUARE,1
1128,DANGEROUS DRUGS, SUMNER PLAYGROUND,1
1129,DANGEROUS DRUGS, SUNSET PARK,3
1130,DANGEROUS DRUGS, SURF PLAYGROUND,2
1131,DANGEROUS DRUGS, SUTTON PARKS,1
1132,DANGEROUS DRUGS, SUTTON PLACE PARK,3
1133,DANGEROUS DRUGS, TANAHEY PLAYGROUND,1
1134,DANGEROUS DRUGS, TAPPEN PARK,2
1135,DANGEROUS DRUGS, TEN EYCK PLAYGROUND,2
1136,DANGEROUS DRUGS, TEN EYCK PLAZA,1
1137,DANGEROUS DRUGS, THE HIGH LINE,1
1138,DANGEROUS DRUGS, THE PEARLY GATES,1
1139,DANGEROUS DRUGS, THOMAS GREENE PLAYGROUND,5
1140,DANGEROUS DRUGS, THOMAS JEFFERSON PARK,15
1141,DANGEROUS DRUGS, TOMPKINS SQUARE PARK,48
1142,DANGEROUS DRUGS, TOMPKINSVILLE PARK,6
1143,DANGEROUS DRUGS, TORSNEY PLAYGROUND,1
