,OFNS_DESC,PARKS_NM,COUNT
2041,GRAND LARCENY, PUBLIC PLACE,1
2042,GRAND LARCENY, RAINBOW PLAYGROUND,1
2043,GRAND LARCENY, RAINEY PARK BRONX,2
2044,GRAND LARCENY, RAINEY PARK QUEENS,1
2045,GRAND LARCENY," ""RANDALLS ISLAND PARK""",79
2046,GRAND LARCENY, RECREATION CENTER 54,1
2047,GRAND LARCENY, RED HOOK RECREATION AREA,4
2048,GRAND LARCENY, RIENZI PLAYGROUND,2
2049,GRAND LARCENY, RIVER AVENUE PARKS,4
2050,GRAND LARCENY, RIVERSIDE PARK,62
2051,GRAND LARCENY, ROBERT E. VENABLE PARK,1
2052,GRAND LARCENY, ROCK GARDEN PARK,1
2053,GRAND LARCENY, ROCKAWAY BEACH AND BOARDWALK,32
2054,GRAND LARCENY, RODNEY PARK CENTER,1
2055,GRAND LARCENY, RODNEY PARK NORTH,1
2056,GRAND LARCENY, ROEBLING PLAYGROUND,1
2057,GRAND LARCENY," ""ROSEMARYS PLAYGROUND""",1
2058,GRAND LARCENY, ROY WILKINS RECREATION CENTER,9
2059,GRAND LARCENY, RUFUS KING PARK,3
2060,GRAND LARCENY, SAMUEL SEABURY PLAYGROUND,4
2061,GRAND LARCENY, SARA D. ROOSEVELT PARK,27
2062,GRAND LARCENY, SARATOGA PARK,3
2063,GRAND LARCENY, SARATOGA SQUARE URBAN RENEWAL AREA SITE 164,1
2064,GRAND LARCENY, SCHENCK PLAYGROUND,1
2065,GRAND LARCENY, SEABURY PARK,1
2066,GRAND LARCENY, SEDGWICK PLAYGROUND,1
2067,GRAND LARCENY, SETH LOW PLAYGROUND/ BEALIN SQUARE,2
2068,GRAND LARCENY, SETON FALLS PARK,1
2069,GRAND LARCENY, SEWARD PARK,5
2070,GRAND LARCENY, SHELTERING ARMS PLAYGROUND,2
2071,GRAND LARCENY, SLATTERY PLAYGROUND,2
2072,GRAND LARCENY, SOL BLOOM PLAYGROUND,2
2073,GRAND LARCENY, SOPHIE IRENE LOEB,1
2074,GRAND LARCENY, SOUNDVIEW PARK,8
2075,GRAND LARCENY, SOUTH BEACH WETLANDS,1
2076,GRAND LARCENY, SOUTH ROCHDALE PLAYGROUND,1
2077,GRAND LARCENY, SPIRIT PLAYGROUND,1
2078,GRAND LARCENY, SPRINGFIELD PARK,1
2079,GRAND LARCENY, SPUYTEN DUYVIL PLAYGROUND,1
2080,GRAND LARCENY," ""ST. CATHERINES PARK""",1
2081,GRAND LARCENY, ST. JAMES PARK,3
2082,GRAND LARCENY," ""ST. JOHNS RECREATION CENTER""",4
2083,GRAND LARCENY," ""ST. MARYS PARK BRONX""",8
2084,GRAND LARCENY," ""ST. MICHAELS PARK""",3
2085,GRAND LARCENY," ""ST. MICHAELS PLAYGROUND""",4
2086,GRAND LARCENY, ST. NICHOLAS PARK,7
2087,GRAND LARCENY, ST. NICHOLAS PLAYGROUND NORTH,1
2088,GRAND LARCENY, ST. VARTAN PARK,3
2089,GRAND LARCENY, STANLEY ISAACS PLAYGROUND,2
2090,GRAND LARCENY, STERNBERG PARK,3
2091,GRAND LARCENY, STUYVESANT SQUARE,1
2092,GRAND LARCENY, SUNRISE PLAYGROUND,1
2093,GRAND LARCENY, SUNSET PARK,12
2094,GRAND LARCENY, TANAHEY PLAYGROUND,1
2095,GRAND LARCENY, THE HIGH LINE,3
2096,GRAND LARCENY, THE PEARLY GATES,1
2097,GRAND LARCENY, THOMAS JEFFERSON PARK,11
2098,GRAND LARCENY, THOMAS PAINE PARK,1
2099,GRAND LARCENY, TOMPKINS SQUARE PARK,13
2100,GRAND LARCENY, TONY DAPOLITO RECREATION CENTER,1
2101,GRAND LARCENY, TORSNEY PLAYGROUND,2
2102,GRAND LARCENY, TRAVERS PARK,3
2103,GRAND LARCENY, TREMONT PARK,1
2104,GRAND LARCENY, UNDERHILL PLAYGROUND,1
2105,GRAND LARCENY, UNION SQUARE PARK,39
2106,GRAND LARCENY, UNIVERSITY MALLS,1
2107,GRAND LARCENY, UNNAMED PARK ON BAILEY AVENUE,1
2108,GRAND LARCENY, UNNAMED PARK ON CROSS BRONX EXPRESSWAY & ARTHUR AVENUE TO BELMONT AVENUE,1
2109,GRAND LARCENY, UNNAMED PARK ON RIVERSIDE DRIVE,2
2110,GRAND LARCENY, VAN CORTLANDT PARK,16
2111,GRAND LARCENY, VINMONT VETERAN PARK,1
2112,GRAND LARCENY, WASHINGTON HALL PARK,2
2113,GRAND LARCENY, WASHINGTON PARK BROOKLYN,2
2114,GRAND LARCENY, WASHINGTON SQUARE PARK,27
2115,GRAND LARCENY, WATSON GLEASON PLAYGROUND,9
2116,GRAND LARCENY, WEST 4TH STREET COURTS,1
2117,GRAND LARCENY, WILLIAMSBRIDGE OVAL,3
2118,GRAND LARCENY, WINGATE PARK,2
2119,GRAND LARCENY, YELLOWSTONE PARK,1
2120,GRAND LARCENY, ZIMMERMAN PLAYGROUND,1
2121,GRAND LARCENY OF MOTOR VEHICLE, ASTORIA PARK,1
2122,GRAND LARCENY OF MOTOR VEHICLE, CROTONA PARK,1
2123,GRAND LARCENY OF MOTOR VEHICLE, FLUSHING MEADOWS CORONA PARK,8
2124,GRAND LARCENY OF MOTOR VEHICLE, HARRIS PARK,1
2125,GRAND LARCENY OF MOTOR VEHICLE, MILL POND PARK,1
2126,GRAND LARCENY OF MOTOR VEHICLE, PROSPECT PARK,1
2127,GRAND LARCENY OF MOTOR VEHICLE, SARA D. ROOSEVELT PARK,1
2128,GRAND LARCENY OF MOTOR VEHICLE, UNION SQUARE PARK,1
2129,HARRASSMENT 2, ALEXANDER HAMILTON PLAYGROUND,1
2130,HARRASSMENT 2, ALFRED E. SMITH PLAYGROUND,1
2131,HARRASSMENT 2, ARVERNE PLAYGROUND,1
2132,HARRASSMENT 2, ASPHALT GREEN,1
2133,HARRASSMENT 2, ASTORIA PARK,5
2134,HARRASSMENT 2, BAISLEY POND PARK,2
2135,HARRASSMENT 2, BARRETTO POINT PARK,2
2136,HARRASSMENT 2, BARUCH PLAYGROUND,1
2137,HARRASSMENT 2, BATHGATE PLAYGROUND,1
2138,HARRASSMENT 2, BATTERY PARK,5
2139,HARRASSMENT 2, BATTERY PARK CITY,1
2140,HARRASSMENT 2, BEACH 59TH ST PLAYGROUND,1
2141,HARRASSMENT 2, BELT PARKWAY/SHORE PARKWAY,1
2142,HARRASSMENT 2, BENSON PLAYGROUND,1
2143,HARRASSMENT 2, BETSY HEAD PARK,5
2144,HARRASSMENT 2, BLAND PLAYGROUND,1
2145,HARRASSMENT 2, BOWNE PLAYGROUND,2
2146,HARRASSMENT 2, BREUKELEN BALLFIELDS,1
2147,HARRASSMENT 2, BRIDGE PARK BROOKLYN,1
2148,HARRASSMENT 2, BRONX PARK,1
2149,HARRASSMENT 2, BRONX RIVER PARKWAY,1
2150,HARRASSMENT 2, BROOKLYN BOTANIC GARDEN,1
2151,HARRASSMENT 2, BROOKLYN BRIDGE PARK,2
2152,HARRASSMENT 2, BROOKLYN MUSEUM,1
2153,HARRASSMENT 2, BROOKVILLE PARK,1
2154,HARRASSMENT 2, BROWER PARK,3
2155,HARRASSMENT 2, BRYANT PARK,7
2156,HARRASSMENT 2, BUSHWICK PLAYGROUND ON KNICKERBOCKER AVENUE,1
2157,HARRASSMENT 2, CADMAN PLAZA PARK,1
2158,HARRASSMENT 2, CALVERT VAUX PARK,1
2159,HARRASSMENT 2, CANARSIE PARK,2
2160,HARRASSMENT 2, CARL SCHURZ PARK,4
2161,HARRASSMENT 2, CARROLL PARK,2
2162,HARRASSMENT 2, CENTRAL PARK,85
2163,HARRASSMENT 2, CHALLENGE PLAYGROUND,1
2164,HARRASSMENT 2, CHELSEA PARK,3
2165,HARRASSMENT 2, CHERRY TREE PARK,2
2166,HARRASSMENT 2, CHESTER PLAYGROUND,1
2167,HARRASSMENT 2, CHRISTOPHER PARK,1
2168,HARRASSMENT 2, CITY HALL PARK,1
2169,HARRASSMENT 2, CLAREMONT PARK,1
2170,HARRASSMENT 2, CLINTON COMMUNITY GARDEN,1
2171,HARRASSMENT 2, COFFEY PARK,1
2172,HARRASSMENT 2, COL. YOUNG PLAYGROUND,1
2173,HARRASSMENT 2, COLLECT POND PARK,2
2174,HARRASSMENT 2, COLUMBUS PARK AT MANHATTAN,2
2175,HARRASSMENT 2, COMMODORE BARRY PARK,2
2176,HARRASSMENT 2, CONEY ISLAND BEACH & BOARDWALK,15
2177,HARRASSMENT 2, COOPER PARK,1
2178,HARRASSMENT 2, COURTLANDT AVENUE ASSOCIATION GARDEN,1
2179,HARRASSMENT 2, CROTONA PARK,6
2180,HARRASSMENT 2, CROTONA PARKWAY MALLS,1
2181,HARRASSMENT 2," ""DANIEL M. OCONNELL PLAYGROUND""",1
2182,HARRASSMENT 2, DAVIDSON PLAYGROUND,1
2183,HARRASSMENT 2, DE WITT CLINTON PARK,2
2184,HARRASSMENT 2, DEAN PLAYGROUND,1
2185,HARRASSMENT 2, DEVOE PARK,1
2186,HARRASSMENT 2, DONGAN PLAYGROUND,1
2187,HARRASSMENT 2, DONNELLAN SQUARE,1
2188,HARRASSMENT 2, DOUGHBOY PLAZA,1
2189,HARRASSMENT 2, DUGAN PLAYGROUND,1
2190,HARRASSMENT 2, DYKER BEACH PARK,2
2191,HARRASSMENT 2, EAE J MITCHELL PARK,1
2192,HARRASSMENT 2, EAST RIVER PARK,2
2193,HARRASSMENT 2, EAST RIVER PLAYGROUND,1
2194,HARRASSMENT 2, EASTERN PARKWAY,1
2195,HARRASSMENT 2, ECHO TRIANGLE,1
2196,HARRASSMENT 2, EDMONDS PLAYGROUND,1
2197,HARRASSMENT 2, EIGHT OAKS TRIANGLE,1
2198,HARRASSMENT 2, ELMHURST PARK,1
2199,HARRASSMENT 2, EPIPHANY PLAYGROUND,1
2200,HARRASSMENT 2, EVERGREEN PLAYGROUND,1
2201,HARRASSMENT 2, FABER POOL AND PARK,2
2202,HARRASSMENT 2, FATHER DUFFY SQUARE,1
2203,HARRASSMENT 2, FERRY POINT PARK,2
2204,HARRASSMENT 2, FLUSHING MEADOWS CORONA PARK,23
2205,HARRASSMENT 2, FOREST PARK,1
2206,HARRASSMENT 2, FORT GREENE PARK,10
2207,HARRASSMENT 2, FOX PLAYGROUND BRONX,1
2208,HARRASSMENT 2, FOX PLAYGROUND BROOKLYN,1
2209,HARRASSMENT 2," ""FRANK D. OCONNOR PLAYGROUND""",1
2210,HARRASSMENT 2, FRANKLIN D. ROOSEVELT BOARDWALK AND BEACH,2
2211,HARRASSMENT 2, FRANZ SIGEL PARK,1
2212,HARRASSMENT 2, FRED SAMUEL PLAYGROUND,1
2213,HARRASSMENT 2, FREDERICK DOUGLASS PLAYGROUND,7
2214,HARRASSMENT 2, FRIENDS FIELD,1
2215,HARRASSMENT 2, GALILEO PLAYGROUND,2
2216,HARRASSMENT 2, GRANT PARK,1
2217,HARRASSMENT 2, GRAVESEND PARK,1
2218,HARRASSMENT 2, GROVER CLEVELAND PLAYGROUND,1
2219,HARRASSMENT 2, HAFFEN PARK,1
2220,HARRASSMENT 2, HALF-NELSON PLAYGROUND,1
2221,HARRASSMENT 2, HAMILTON FISH PARK,2
2222,HARRASSMENT 2, HAPPY WARRIOR PLAYGROUND,1
2223,HARRASSMENT 2, HATTIE CARTHAN PLAYGROUND,1
2224,HARRASSMENT 2," ""HELLS KITCHEN PARK""",2
2225,HARRASSMENT 2, HERALD SQUARE,1
2226,HARRASSMENT 2, HIGH ROCK PARK,1
2227,HARRASSMENT 2, HIGHBRIDGE PARK BRONX SIDE,1
2228,HARRASSMENT 2, HIGHBRIDGE PARK MANHATTAN SIDE,4
2229,HARRASSMENT 2, HIGHLAND PARK,1
2230,HARRASSMENT 2, HOFFMAN PARK,1
2231,HARRASSMENT 2, HOMECREST PLAYGROUND,1
2232,HARRASSMENT 2, HORACE HARDING PLAYGROUND,1
2233,HARRASSMENT 2, HOWARD PLAYGROUND,1
2234,HARRASSMENT 2, HOWARD POOL,1
2235,HARRASSMENT 2, IDLEWILD PARK,1
2236,HARRASSMENT 2, IMAGINATION PLAYGROUND,2
2237,HARRASSMENT 2, INWOOD HILL PARK,4
2238,HARRASSMENT 2, J. HOOD WRIGHT PARK,1
2239,HARRASSMENT 2, J.J. BYRNE PLAYGROUND,2
2240,HARRASSMENT 2, JACKIE ROBINSON PARK MANHATTAN,4
2241,HARRASSMENT 2, JACOB H. SCHIFF PLAYGROUND,1
2242,HARRASSMENT 2, JESSE OWENS PLAYGROUND,1
2243,HARRASSMENT 2, JOHN J CARTY PARK,2
2244,HARRASSMENT 2, JOYCE KILMER PARK,3
2245,HARRASSMENT 2, JULIO CARBALLO FIELDS,1
2246,HARRASSMENT 2, JUNCTION PLAYGROUND,1
2247,HARRASSMENT 2, JUNIPER VALLEY PARK,2
2248,HARRASSMENT 2, KAISER PARK,1
2249,HARRASSMENT 2, KISSENA PARK,2
2250,HARRASSMENT 2, KOLBERT PLAYGROUND,1
2251,HARRASSMENT 2, KOREAN WAR VETERANS PLAZA,1
2252,HARRASSMENT 2, LATOURETTE PARK & GOLF COURSE,1
2253,HARRASSMENT 2, LEIF ERICSON PARK,1
2254,HARRASSMENT 2, LIEUTENANT JOHN H. MARTINSON PLAYGROUND,1
2255,HARRASSMENT 2, LINCOLN RD BLOCK ASSOCIATION,1
2256,HARRASSMENT 2, LINCOLN TERRACE / ARTHUR S. SOMERS PARK,6
2257,HARRASSMENT 2, LINDEN PARK,1
2258,HARRASSMENT 2, LINDSAY TRIANGLE,2
2259,HARRASSMENT 2, LOPEZ PLAYGROUND,1
2260,HARRASSMENT 2, LOUIS ARMSTRONG PLAYGROUND,1
2261,HARRASSMENT 2, LUNA PARK,2
2262,HARRASSMENT 2, LUTHER GULICK PLAYGROUND,1
2263,HARRASSMENT 2, MACNEIL PARK,1
2264,HARRASSMENT 2, MACOMBS DAM PARK,2
2265,HARRASSMENT 2, MADISON COMMUNITY GREENTHUMB,2
2266,HARRASSMENT 2, MADISON SQUARE PARK,3
2267,HARRASSMENT 2," ""MARC AND JASONS PLAYGROUND""",1
2268,HARRASSMENT 2, MARCUS GARVEY PARK,7
2269,HARRASSMENT 2, MARIA HERNANDEZ PARK,4
2270,HARRASSMENT 2, MARINE PARK,2
2271,HARRASSMENT 2, MARTIN LUTHER KING PLAYGROUND,1
2272,HARRASSMENT 2, MARTINEZ PLAYGROUND,1
2273,HARRASSMENT 2, MATTHEWS - PALMER PLAYGROUND,1
2274,HARRASSMENT 2, MATTHEWS MULINER PLAYGROUND,1
2275,HARRASSMENT 2, MAURICE A FITZGERALD PLAYGROUND,1
2276,HARRASSMENT 2, MCCARREN PARK,10
2277,HARRASSMENT 2, MELLETT PLAYGROUND,1
2278,HARRASSMENT 2, MERRIAM PLAYGROUND,1
2279,HARRASSMENT 2, MONSIGNOR KETT PLAYGROUND,1
2280,HARRASSMENT 2, MOORE HOMESTEAD PLAYGROUND,1
2281,HARRASSMENT 2, MORNINGSIDE PARK,8
2282,HARRASSMENT 2, MOUNT HOPE GARDEN,1
2283,HARRASSMENT 2, MOUNT PROSPECT PARK,1
2284,HARRASSMENT 2, MSGR. MCGOLRICK PARK,1
2285,HARRASSMENT 2, MULLALY PARK,3
2286,HARRASSMENT 2, MURRAY PLAYGROUND,1
2287,HARRASSMENT 2, NATHAN STRAUS PLAYGROUND,1
2288,HARRASSMENT 2, NEHEMIAH PARK,1
2289,HARRASSMENT 2, NELSON PLAYGROUND,1
2290,HARRASSMENT 2, NOBLE PLAYGROUND,1
2291,HARRASSMENT 2, NORTHERN PLAYGROUND,2
2292,HARRASSMENT 2, P.S. 155 PLAYGROUND,1
2293,HARRASSMENT 2, PARADE GROUND,2
2294,HARRASSMENT 2, PARK OF THE AMERICAS,2
2295,HARRASSMENT 2, PARK SLOPE PLAYGROUND,1
2296,HARRASSMENT 2, PELHAM BAY PARK,3
2297,HARRASSMENT 2, PENN SOUTH PLAYGROUND,1
2298,HARRASSMENT 2," ""PEOPLES PARK""",1
2299,HARRASSMENT 2, PETER DETMOLD PARK,1
2300,HARRASSMENT 2, PLAYGROUND SEVENTY FIVE,1
2301,HARRASSMENT 2, POPPENHUSEN PARK,1
2302,HARRASSMENT 2, POPPENHUSEN PLAYGROUND,1
2303,HARRASSMENT 2, PROSPECT PARK,19
2304,HARRASSMENT 2, PUGSLEY CREEK PARK,1
2305,HARRASSMENT 2, QUEENSBRIDGE PARK,1
2306,HARRASSMENT 2, RAINBOW GARDEN,1
2307,HARRASSMENT 2, RAINBOW PLAYGROUND,3
2308,HARRASSMENT 2, RAINEY PARK BRONX,3
2309,HARRASSMENT 2," ""RANDALLS ISLAND PARK""",2
2310,HARRASSMENT 2, RAYMOND BUSH PLAYGROUND,1
2311,HARRASSMENT 2, REV J POLITE PLAYGROUND,1
2312,HARRASSMENT 2, RIVER AVENUE PARKS,1
2313,HARRASSMENT 2, RIVERSIDE PARK,10
2314,HARRASSMENT 2, RIVERSIDE PARK SOUTH,2
2315,HARRASSMENT 2, ROCKAWAY BEACH AND BOARDWALK,6
2316,HARRASSMENT 2, ROCKAWAY COMMUNITY PARK,1
2317,HARRASSMENT 2, ROSE HILL PARK,1
2318,HARRASSMENT 2," ""ROSEMARYS PLAYGROUND""",2
2319,HARRASSMENT 2, ROY WILKINS RECREATION CENTER,3
2320,HARRASSMENT 2, RUDD PLAYGROUND,1
2321,HARRASSMENT 2, RUFUS KING PARK,8
2322,HARRASSMENT 2, RUSSELL PEDERSEN PLAYGROUND,1
2323,HARRASSMENT 2, RUSSELL SAGE PLAYGROUND,1
2324,HARRASSMENT 2, SARA D. ROOSEVELT PARK,4
2325,HARRASSMENT 2," ""SEANS PLACE""",1
2326,HARRASSMENT 2, SEASIDE WILDLIFE NATURE PARK,1
2327,HARRASSMENT 2, SETH LOW PLAYGROUND/ BEALIN SQUARE,2
2328,HARRASSMENT 2, SEWARD PARK,2
2329,HARRASSMENT 2, SILVER LAKE PARK,1
2330,HARRASSMENT 2, SLATTERY PLAYGROUND,3
2331,HARRASSMENT 2, SLOPE PARK,1
2332,HARRASSMENT 2, SOBEL COURT PARK,1
2333,HARRASSMENT 2, SOL BLOOM PLAYGROUND,1
2334,HARRASSMENT 2, SOUNDVIEW PARK,1
2335,HARRASSMENT 2," ""ST. ANDREWS PLAYGROUND""",2
2336,HARRASSMENT 2," ""ST. CATHERINES PARK""",1
2337,HARRASSMENT 2, ST. JAMES PARK,6
2338,HARRASSMENT 2," ""ST. JOHNS RECREATION CENTER""",2
2339,HARRASSMENT 2," ""ST. MARYS PARK BRONX""",5
2340,HARRASSMENT 2, ST. NICHOLAS PARK,7
2341,HARRASSMENT 2, ST. NICHOLAS PLAYGROUND SOUTH,1
2342,HARRASSMENT 2, STARLIGHT PARK,2
2343,HARRASSMENT 2, STERNBERG PARK,3
2344,HARRASSMENT 2, STUYVESANT SQUARE,2
2345,HARRASSMENT 2, SUNSET PARK,4
2346,HARRASSMENT 2, TEPPER TRIANGLE,1
2347,HARRASSMENT 2, THE HIGH LINE,1
2348,HARRASSMENT 2, THOMAS JEFFERSON PARK,1
2349,HARRASSMENT 2, THROGS NECK PARK,1
2350,HARRASSMENT 2, TILDEN PLAYGROUND,1
2351,HARRASSMENT 2, TOMPKINS SQUARE PARK,7
2352,HARRASSMENT 2, TOMPKINSVILLE PARK,1
2353,HARRASSMENT 2, TRAVERS PARK,1
2354,HARRASSMENT 2, TRIBECA PARK,1
2355,HARRASSMENT 2, UNION SQUARE PARK,11
2356,HARRASSMENT 2, UNNAMED PARK ON 3RD AVENUE,1
2357,HARRASSMENT 2, UNNAMED PARK ON 43RD AVENUE,1
2358,HARRASSMENT 2, UNNAMED PARK ON 4TH AVENUE,1
2359,HARRASSMENT 2, UNNAMED PARK ON BEACH CHANNEL DRIVE & BEACH 89TH TO OLD BEACH 88TH STREET,2
2360,HARRASSMENT 2, UNNAMED PARK ON BELT PARKWAY,1
2361,HARRASSMENT 2, UNNAMED PARK ON BRUCKNER EXPRESSWAY WEST OF MORRISON AVENUE,2
2362,HARRASSMENT 2, UNNAMED PARK ON HICKS STREET,1
2363,HARRASSMENT 2, UNNAMED PARK ON NELSON AVENUE,1
2364,HARRASSMENT 2, UNNAMED PARK ON RIVERSIDE DRIVE,1
2365,HARRASSMENT 2, UNNAMED PARK ON VAN WYCK EXPRESSWAY,1
2366,HARRASSMENT 2, UNNAMED PARK ON WILLMOHR STREET,1
2367,HARRASSMENT 2, VAN CORTLANDT PARK,4
2368,HARRASSMENT 2, VAN NEST PARK,1
2369,HARRASSMENT 2, VESUVIO PLAYGROUND,1
2370,HARRASSMENT 2, VETERANS PARK QUEENS,1
2371,HARRASSMENT 2, VIRGINIA PLAYGROUND,1
2372,HARRASSMENT 2, WAGNER PLAYGROUND,1
2373,HARRASSMENT 2, WALD PLAYGROUND,1
2374,HARRASSMENT 2, WARDS ISLAND PARK,1
2375,HARRASSMENT 2, WASHINGTON HALL PARK,2
2376,HARRASSMENT 2, WASHINGTON PARK BROOKLYN,1
2377,HARRASSMENT 2, WASHINGTON SQUARE PARK,2
2378,HARRASSMENT 2, WATSON GLEASON PLAYGROUND,2
2379,HARRASSMENT 2, WEST 4TH STREET COURTS,1
2380,HARRASSMENT 2, WHITE PLAYGROUND MANHATTAN,1
2381,HARRASSMENT 2, WILLIAMSBRIDGE OVAL,1
2382,HARRASSMENT 2, WINGATE PARK,3
2383,HARRASSMENT 2, WNYC TRANSMITTER PARK,1
2384,HARRASSMENT 2," ""WOLFES POND PARK""",1
2385,HARRASSMENT 2, YELLOWSTONE PARK,1
2386,INTOXICATED & IMPAIRED DRIVING, ASTORIA PARK,1
2387,INTOXICATED & IMPAIRED DRIVING, CALVERT VAUX PARK,1
2388,INTOXICATED & IMPAIRED DRIVING, CENTRAL PARK,5
2389,INTOXICATED & IMPAIRED DRIVING, CONFERENCE HOUSE PARK,3
2390,INTOXICATED & IMPAIRED DRIVING, FERRY POINT PARK,1
2391,INTOXICATED & IMPAIRED DRIVING, FLUSHING MEADOWS CORONA PARK,1
2392,INTOXICATED & IMPAIRED DRIVING, FORT TRYON PARK,1
2393,INTOXICATED & IMPAIRED DRIVING, MARINE PARK,1
2394,INTOXICATED & IMPAIRED DRIVING, RIVERSIDE PARK,1
2395,INTOXICATED & IMPAIRED DRIVING, SUNSET PARK,1
2396,INTOXICATED & IMPAIRED DRIVING, UNION SQUARE PARK,1
2397,INTOXICATED & IMPAIRED DRIVING, VAN CORTLANDT PARK,1
2398,JOSTLING, COLUMBUS PARK AT MANHATTAN,2
2399,JOSTLING, MARCUS GARVEY PARK,1
2400,KIDNAPPING, JUNCTION PLAYGROUND,1
2401,KIDNAPPING & RELATED OFFENSES, CENTRAL PARK,1
2402,KIDNAPPING & RELATED OFFENSES, FLUSHING MEADOWS CORONA PARK,1
2403,KIDNAPPING & RELATED OFFENSES, PELHAM BAY PARK,1
2404,KIDNAPPING & RELATED OFFENSES, WEBSTER PLAYGROUND,1
2405,LOITERING/GAMBLING CARDS DIC, WALD PLAYGROUND,1
2406,MISCELLANEOUS PENAL LAW, 100% PLAYGROUND,1
2407,MISCELLANEOUS PENAL LAW, ABRAHAM LINCOLN PLAYGROUND,1
2408,MISCELLANEOUS PENAL LAW, ALLEY POND PARK,1
2409,MISCELLANEOUS PENAL LAW, AMERSFORT PARK,1
2410,MISCELLANEOUS PENAL LAW, AMPERE PLAYGROUND,1
2411,MISCELLANEOUS PENAL LAW, AQUEDUCT WALK,2
2412,MISCELLANEOUS PENAL LAW, ARCILLA PLAYGROUND,1
2413,MISCELLANEOUS PENAL LAW, ASTORIA PARK,1
2414,MISCELLANEOUS PENAL LAW, BAISLEY POND PARK,3
2415,MISCELLANEOUS PENAL LAW, BATTERY PARK,1
2416,MISCELLANEOUS PENAL LAW, BATTERY PARK CITY,1
2417,MISCELLANEOUS PENAL LAW, BEHAGEN PLAYGROUND,1
2418,MISCELLANEOUS PENAL LAW, BELMONT PLAYGROUND BROOKLYN,1
2419,MISCELLANEOUS PENAL LAW, BELT PARKWAY/SHORE PARKWAY,1
2420,MISCELLANEOUS PENAL LAW, BENSON PLAYGROUND,1
2421,MISCELLANEOUS PENAL LAW, BETSY HEAD PARK,2
2422,MISCELLANEOUS PENAL LAW, BILL BROWN PLAYGROUND,1
2423,MISCELLANEOUS PENAL LAW, BLAKE HOBBS PLAYGROUND,1
2424,MISCELLANEOUS PENAL LAW, BLOOMINGDALE PARK,1
2425,MISCELLANEOUS PENAL LAW, BRONX PARK,3
2426,MISCELLANEOUS PENAL LAW, BRYANT PARK,1
2427,MISCELLANEOUS PENAL LAW, BUSHWICK PLAYGROUND ON KNICKERBOCKER AVENUE,1
2428,MISCELLANEOUS PENAL LAW, CADMAN PLAZA PARK,1
2429,MISCELLANEOUS PENAL LAW, CALLAHAN-KELLY PLAYGROUND,1
2430,MISCELLANEOUS PENAL LAW, CALVERT VAUX PARK,1
2431,MISCELLANEOUS PENAL LAW, CAPTAIN TILLY PARK,1
2432,MISCELLANEOUS PENAL LAW, CARMANSVILLE PLAYGROUND,1
2433,MISCELLANEOUS PENAL LAW, CENTRAL PARK,6
2434,MISCELLANEOUS PENAL LAW, CHESTER PLAYGROUND,1
2435,MISCELLANEOUS PENAL LAW, CLAREMONT PARK,1
2436,MISCELLANEOUS PENAL LAW, COFFEY PARK,1
2437,MISCELLANEOUS PENAL LAW, COL. YOUNG PLAYGROUND,1
2438,MISCELLANEOUS PENAL LAW, COLEMAN PLAYGROUND,1
2439,MISCELLANEOUS PENAL LAW, COLUMBUS PARK AT MANHATTAN,1
2440,MISCELLANEOUS PENAL LAW, CONEY ISLAND BEACH & BOARDWALK,5
2441,MISCELLANEOUS PENAL LAW, CONFERENCE HOUSE PARK,1
2442,MISCELLANEOUS PENAL LAW, COOPER PARK,1
2443,MISCELLANEOUS PENAL LAW, COURTNEY CALLENDER PLAYGROUND,1
2444,MISCELLANEOUS PENAL LAW, CROTONA PARK,1
2445,MISCELLANEOUS PENAL LAW," ""DANIEL M. OCONNELL PLAYGROUND""",1
2446,MISCELLANEOUS PENAL LAW, DE HOSTOS PLAYGROUND,2
2447,MISCELLANEOUS PENAL LAW, DETECTIVE KEITH L WILLIAMS PARK,2
2448,MISCELLANEOUS PENAL LAW, EAST RIVER PARK,2
2449,MISCELLANEOUS PENAL LAW, EAST RIVER WATERFRONT ESPLANADE,1
2450,MISCELLANEOUS PENAL LAW, ECHO TRIANGLE,1
2451,MISCELLANEOUS PENAL LAW, FLUSHING MEADOWS CORONA PARK,5
2452,MISCELLANEOUS PENAL LAW, FORT GREENE PARK,5
2453,MISCELLANEOUS PENAL LAW, FORT WASHINGTON PARK,1
2454,MISCELLANEOUS PENAL LAW, FRANKLIN D. ROOSEVELT BOARDWALK AND BEACH,1
2455,MISCELLANEOUS PENAL LAW, FRANZ SIGEL PARK,2
2456,MISCELLANEOUS PENAL LAW, GRACE PLAYGROUND,1
2457,MISCELLANEOUS PENAL LAW, GRAND CENTRAL PARKWAY,1
2458,MISCELLANEOUS PENAL LAW, GRANT PARK,1
2459,MISCELLANEOUS PENAL LAW, GREEN CENTRAL KNOLL,1
2460,MISCELLANEOUS PENAL LAW, HAGGERTY PARK,1
2461,MISCELLANEOUS PENAL LAW, HARLEM LANE PLAYGROUND,1
2462,MISCELLANEOUS PENAL LAW, HARRIS PARK,1
2463,MISCELLANEOUS PENAL LAW, HARVARD PLAYGROUND,1
2464,MISCELLANEOUS PENAL LAW, HIGHBRIDGE PARK MANHATTAN SIDE,2
2465,MISCELLANEOUS PENAL LAW, HIGHLAND PARK,6
2466,MISCELLANEOUS PENAL LAW, HOLCOMBE RUCKER PARK,1
